File,Line,Type,Text,Key
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1636,undefined,"Սիրվածներ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1641,undefined,"📊 Դժվարություն՝",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1641,undefined,"📊 Դժվարություն՝",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1642,undefined,"🌱 Սկսնակ {wordStats.byDifficulty.beginner || 0}",page__wordstats_bydifficulty_beginner_0_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1643,undefined,"📈 Միջին {wordStats.byDifficulty.intermediate || 0}",page__wordstats_bydifficulty_intermediate_0_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1644,undefined,"🔥 Առաջադեմ {wordStats.byDifficulty.advanced || 0}",page__wordstats_bydifficulty_advanced_0_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1663,undefined,"Որոնել բոլոր լեզուներով... (Ctrl+K)",page__ctrl_k_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1704,undefined,"Ֆիլտրեր",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1704,undefined,"Ֆիլտրեր",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1713,undefined,"Մաքրել ֆիլտրերը",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1716,undefined,"Մաքրել",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1716,undefined,"Մաքրել",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1738,undefined,"WAV",page_wav
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1738,undefined,"WAV",page_wav
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1756,undefined,"📝 Տեսակ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1756,undefined,"📝 Տեսակ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1762,undefined,"📚 Բոլորը",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1763,undefined,"📖 Բառեր",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1764,undefined,"💬 Արտահայտություններ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1765,undefined,"🎭 Երկխոսություններ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1766,undefined,"🌱 Սկսնակ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1767,undefined,"📈 Միջին",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1768,undefined,"🔥 Առաջադեմ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1769,undefined,"🎵 Աուդիոով",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1770,undefined,"🔇 Առանց աուդիո",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1771,undefined,"🔊 WAV-ով",page__wav_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1777,undefined,"🔄 Տեսակավորում",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1777,undefined,"🔄 Տեսակավորում",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1783,undefined,"📌 ID-ով",page__id_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1784,undefined,"⭐ Հանրահայտ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1785,undefined,"🔤 Այբբենական",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1786,undefined,"🔤 Հակառակ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1787,undefined,"🆕 Նորագույն",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1788,undefined,"📅 Հինագույն",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1794,undefined,"📊 Վիճակագրություն",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1794,undefined,"📊 Վիճակագրություն",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1796,undefined,"📚 {totalWords}",page__totalwords_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1798,undefined,"🎵 {wordStats?.withAudio || 0}",page__wordstats_withaudio_0_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1800,undefined,"🔊 {wordStats?.withWAV || 0}",page__wordstats_withwav_0_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1802,undefined,"⭐ {favorites.size}",page__favorites_size_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1814,undefined,"📚",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1814,undefined,"📚",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1816,undefined,"ցուցադրված",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1816,undefined,"ցուցադրված",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1818,undefined,"🇦🇲 {vocab.filter(e => e.hy).length}",page__vocab_filter_e_e_hy_length_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1819,undefined,"🇬🇧 {vocab.filter(e => e.en).length}",page__vocab_filter_e_e_en_length_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1820,undefined,"🇷🇺 {vocab.filter(e => e.ru).length}",page__vocab_filter_e_e_ru_length_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1831,undefined,"ID-ներ՝",page_id_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1831,undefined,"ID-ներ՝",page_id_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1951,undefined,"WAV",page_wav
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,1951,undefined,"WAV",page_wav
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,2003,undefined,"🎵",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,2003,undefined,"🎵",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,2006,undefined,"🔊 WAV",page__wav
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,2006,undefined,"🔊 WAV",page__wav
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,2009,undefined,"✨ TTS",page__tts
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,2009,undefined,"✨ TTS",page__tts
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,2135,undefined,"🎙️",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\dictionary\page.tsx,2135,undefined,"🎙️",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,113,undefined,"Streak Freeze",page_streak_freeze
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,126,undefined,"Heart Refill",page_heart_refill
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,139,undefined,"Double XP",page_double_xp
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,152,undefined,"Golden Flower",page_golden_flower
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,165,undefined,"Nuri Crown",page_nuri_crown
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,523,undefined,"Garden",page_garden
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,523,undefined,"Garden",page_garden
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,587,undefined,"🔥",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,589,undefined,"Daily Deal!",page_daily_deal_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,589,undefined,"Daily Deal!",page_daily_deal_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,593,undefined,"Expires in {dailyDeal.expiresIn}h",page_expires_in_dailydeal_expiresin_h
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,609,undefined,"Streak",page_streak
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,609,undefined,"Streak",page_streak
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,616,undefined,"HAYQ",page_hayq
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,616,undefined,"HAYQ",page_hayq
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,623,undefined,"Իրեր",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,623,undefined,"Իրեր",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,747,undefined,"📦",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,747,undefined,"📦",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,818,undefined,"5 սրտերը",page_5_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,824,undefined,"HAYQ",page_hayq
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,830,undefined,"Garden",page_garden
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,836,undefined,"Նուրիին",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,842,undefined,"Գինը՝ {price} HAYQ",page__price_hayq
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,844,undefined,"({dailyDeal?.discount}% off)",page__dailydeal_discount_off_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,872,undefined,"×{item.quantity}",page__item_quantity_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,914,undefined,"Հիշեցման ժամը",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,914,undefined,"Հիշեցման ժամը",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,1043,undefined,"Your cart is empty",page_your_cart_is_empty
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,1043,undefined,"Your cart is empty",page_your_cart_is_empty
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,1060,undefined,"{price} 🪙",page__price_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,1075,undefined,"Total",page_total
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\garden\page.tsx,1075,undefined,"Total",page_total
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\layout.tsx,53,undefined,"NUR Lingo Team",layout_nur_lingo_team
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\layout.tsx,80,undefined,"NUR Lingo — Հայկական AI Լեզվի Հարթակ",layout_nur_lingo_ai_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\layout.tsx,95,undefined,"NUR Lingo — Հայկական AI Լեզվի Հարթակ",layout_nur_lingo_ai_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,353,undefined,"Ընտրեք բառերը հերթականությամբ...",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,353,undefined,"Ընտրեք բառերը հերթականությամբ...",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,547,undefined,"🎧",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,547,undefined,"🎧",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,549,undefined,"Լսեք ուշադիր և գրեք ձեր լսածը",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,549,undefined,"Լսեք ուշադիր և գրեք ձեր լսածը",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,581,undefined,"Գրեք ձեր լսածը այստեղ...",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1312,undefined,"⚠️ Խնդրում ենք դասավորել բոլոր բառերը",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1416,undefined,"⚠️ Խնդրում ենք ընտրել պատասխան",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1424,undefined,"⚠️ Խնդրում ենք մուտքագրել պատասխան",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1761,undefined,"☕ Զովացիր: 2 րոպեից կշարունակենք",page__2_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1771,undefined,"😊 Շարունակենք սովորել!",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1788,undefined,"Something went wrong",page_something_went_wrong
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1800,undefined,"You already have full hearts!",page_you_already_have_full_hearts_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1803,undefined,"Something went wrong",page_something_went_wrong
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1832,undefined,"🔓 Բոլոր դասերը բացված են!",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1927,undefined,"{accuracy}%",page__accuracy_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1928,undefined,"Ճշգրտություն",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1928,undefined,"Ճշգրտություն",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1931,undefined,"+{stats.hayqEarned}",page__stats_hayqearned_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1932,undefined,"HAYQ",page_hayq
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1932,undefined,"HAYQ",page_hayq
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1936,undefined,"Ժամանակ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1936,undefined,"Ժամանակ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1971,undefined,"💔",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1972,undefined,"Սրտերը վերջացել են",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,1972,undefined,"Սրտերը վերջացել են",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2027,undefined,"🔁 Review ·",page__review_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2027,undefined,"🔁 Review ·",page__review_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2028,undefined,"🌐 Online ·",page__online_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2028,undefined,"🌐 Online ·",page__online_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2044,undefined,"WAV mode",page_wav_mode
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2056,undefined,"TTS mode",page_tts_mode
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2068,undefined,"MP3 mode",page_mp3_mode
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2124,undefined,"{attempts}/3",page__attempts_3
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2208,undefined,"Ճիշտ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2212,undefined,"Սխալ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2216,undefined,"HAYQ",page_hayq
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2220,undefined,"🌱 Seeds",page__seeds
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2224,undefined,"Best Streak",page_best_streak
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2228,undefined,"Ժամանակ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2278,undefined,"☕ Զովանալ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2278,undefined,"☕ Զովանալ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2294,undefined,"😊 Շարունակել",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2294,undefined,"😊 Շարունակել",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2355,undefined,"✅ {current.targetAnswer}",page__current_targetanswer_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2362,undefined,"💡 {current.hint[native]}",page__current_hint_native_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2435,undefined,"Մուտքագրեք ձեր պատասխանը...",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2492,undefined,"Ճիշտ տարբերակ՝",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2492,undefined,"Ճիշտ տարբերակ՝",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2548,undefined,"Exit lesson?",page_exit_lesson_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\learn\page.tsx,2548,undefined,"Exit lesson?",page_exit_lesson_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,68,undefined,"5 ր",page_5_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,69,undefined,"10 ր",page_10_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,70,undefined,"15 ր",page_15_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,71,undefined,"20 ր",page_20_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,75,undefined,"Դասական",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,76,undefined,"Օվկիանոս",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,77,undefined,"Անտառ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,78,undefined,"Մայրամուտ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,82,undefined,"Հարուստ բառարան",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,83,undefined,"Իրական երկխոսություններ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,84,undefined,"Ձայնային արտասանություն",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,85,undefined,"Խաղային համակարգ",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,86,undefined,"Խելացի կրկնություն",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,87,undefined,"Առաջընթացի հետևում",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,262,undefined,"⚠️ Խնդրում ենք միացնել ծանուցումները բրաուզերում",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,380,undefined,"Բեռնում...",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,380,undefined,"Բեռնում...",page__
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,491,undefined,"Choose your native language",page_choose_your_native_language
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,491,undefined,"Choose your native language",page_choose_your_native_language
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,544,undefined,"What language do you want to learn?",page_what_language_do_you_want_to_learn_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,544,undefined,"What language do you want to learn?",page_what_language_do_you_want_to_learn_
C:\Users\Armen\Documents\NurLingo\NURLingo-main\lingo-offline-pal-master - Copy\src\app\onboarding\page.tsx,605,undefined,"One more step! Customize your experience",page_one_more_step_customize_your_experience
